method,attack,poison_frac,seed,all,rsna,kermany,asr,auroc_kerm_01,auroc_kerm_02,auroc_kerm_03,auroc_kerm_04,auroc_kerm_05,auroc_kerm_06,auroc_kerm_07,auroc_kerm_08,auroc_rsna_01,auroc_rsna_02,auroc_rsna_03,auroc_rsna_04,auroc_rsna_05,auroc_rsna_06,auroc_rsna_07,auroc_rsna_08,auroc_rsna_09,auroc_rsna_10,auroc_rsna_11,auroc_rsna_12
invariant,stealthy,0.1,0,0.9759515251295645,0.9713597494881369,0.9852635590356421,0.021133525456292025,0.9985380116959064,1.0,0.9966666666666666,0.9953007518796992,0.996003996003996,1.0,1.0,1.0,0.9658823529411765,0.9716049382716049,0.962962962962963,0.9818181818181818,0.9880884855360181,0.9754985754985754,0.9781167108753316,0.9840277777777777,0.985969387755102,0.9442815249266862,0.9846153846153847,0.9813765182186234
invariant,stealthy,0.1,1,0.9727638857983272,0.9689488561894708,0.984774621252975,0.043707973102785784,0.9874213836477987,0.9990370727010112,0.985362095531587,0.9971751412429379,0.9976744186046511,0.9944055944055943,0.9980842911877394,1.0,0.9586440677966102,0.961755485893417,0.9370172311348782,0.9842565597667638,0.9663817663817663,0.9924768518518519,0.9735576923076923,0.9594117647058823,0.9780564263322884,0.9604166666666667,0.9562334217506632,0.94765625
invariant,stealthy,0.1,2,0.9779129130563979,0.9702658854701701,0.9843863471314451,0.05235350624399616,0.9947447447447447,0.9930069930069929,0.9903381642512078,0.9974358974358974,0.9953183520599251,0.9961685823754789,1.0,1.0,0.982615268329554,0.9697530864197532,0.9677975848188614,0.9846851956891662,0.9846851956891662,0.9744318181818183,0.9591836734693878,0.9674981103552532,0.9876543209876544,0.9567448680351905,0.9859375,0.9653061224489796
invariant,stealthy,0.1,3,0.9755020475065196,0.9691021199519192,0.9844222984389943,0.08357348703170028,0.9958333333333333,0.9988851727982163,1.0,1.0,0.9975757575757576,1.0,0.9882629107981221,0.9970588235294118,0.9836065573770493,0.9538123167155426,0.9837740384615383,0.9741230592294422,0.9439359267734554,0.9798734905117884,0.962962962962963,0.9623724489795918,0.960212201591512,0.9944444444444444,0.9696691176470589,0.9895833333333334
invariant,stealthy,0.1,4,0.977175046221908,0.9709682066250563,0.9829411045679731,0.03650336215177714,1.0,1.0,0.9891304347826085,0.9714285714285714,1.0,1.0,1.0,1.0,0.9759584145549058,0.9579937304075234,0.9696969696969696,0.9686609686609686,0.9738636363636364,0.9403409090909091,0.9836990595611285,0.9582352941176471,0.9975961538461539,0.9872448979591837,0.9944444444444445,0.9862132352941176
invariant,loud,0.4,0,0.9753707650015859,0.9715770109079401,0.9853642226967795,0.021613832853025938,0.9985380116959064,1.0,0.9966666666666666,0.9953007518796992,0.996003996003996,1.0,1.0,1.0,0.9647058823529413,0.971604938271605,0.9612268518518519,0.98125,0.9886557005104935,0.9766381766381766,0.9774535809018567,0.9854166666666666,0.9840561224489796,0.9428152492668621,0.9870445344129555,0.9805668016194332
invariant,loud,0.4,1,0.9723748163296324,0.9687051455533436,0.9847386699454259,0.04899135446685879,0.9874213836477987,0.9990370727010112,0.9845916795069337,0.9971751412429379,0.9976744186046511,0.9958041958041958,0.9980842911877394,1.0,0.96,0.9605015673981192,0.9382055852644088,0.9860058309037901,0.9663817663817664,0.9924768518518519,0.9741586538461539,0.958235294117647,0.9786833855799373,0.9611111111111112,0.9595490716180372,0.94296875
invariant,loud,0.4,2,0.9776701428089725,0.9700094225333153,0.9845193669693767,0.05763688760806916,0.9962462462462462,0.9937839937839938,0.9927536231884059,0.9974358974358974,0.9953183520599251,0.9961685823754789,1.0,1.0,0.981859410430839,0.9722222222222223,0.9683726279470961,0.9852524106636416,0.9829835507657401,0.9755681818181818,0.956268221574344,0.9682539682539683,0.9858024691358024,0.9567448680351905,0.9820312499999999,0.9653061224489796
invariant,loud,0.4,3,0.9754642781896757,0.9689193369748237,0.9843360153008766,0.08069164265129683,0.9958333333333333,0.9988851727982163,1.0,1.0,0.9975757575757576,1.0,0.9882629107981221,0.9970588235294118,0.9821810406272273,0.9516129032258064,0.9843749999999999,0.9735480161012076,0.9433638443935927,0.9798734905117884,0.962962962962963,0.9636479591836734,0.9608753315649867,0.9944444444444445,0.9705882352941176,0.9895833333333334
invariant,loud,0.4,4,0.9765584507481282,0.9705667453058544,0.9829015581296692,0.04130643611911623,1.0,1.0,0.9901185770750988,0.9724867724867725,1.0,1.0,1.0,1.0,0.9746588693957114,0.9573667711598746,0.9696969696969697,0.9686609686609686,0.9738636363636364,0.9386363636363637,0.9836990595611286,0.96,0.9969951923076923,0.9853316326530612,0.9944444444444445,0.984375
