method,attack,seed,round,client,is_attacker,norm
fedavg,False,2,24,rsna_a,False,70.01741790771484
fedavg,False,2,24,kerm_a,False,54.4625358581543
fedavg,False,2,24,rsna_c,False,32.37250900268555
fedavg,False,2,25,rsna_b,False,81.41912078857422
fedavg,False,2,25,kerm_b,False,55.541969299316406
fedavg,False,2,25,kerm_a,False,56.43962097167969
fedavg,False,2,25,rsna_a,False,63.81452560424805
fedavg,False,2,26,rsna_c,False,57.711910247802734
fedavg,False,2,26,kerm_a,False,42.949012756347656
fedavg,False,2,26,rsna_a,False,66.57136535644531
fedavg,False,2,26,kerm_b,False,79.72024536132812
fedavg,False,2,27,rsna_b,False,48.56154251098633
fedavg,False,2,27,kerm_b,False,73.91826629638672
fedavg,False,2,27,rsna_c,False,53.68525695800781
fedavg,False,2,27,kerm_a,False,51.85942077636719
fedavg,False,2,28,rsna_b,False,70.38102722167969
fedavg,False,2,28,kerm_a,False,48.807552337646484
fedavg,False,2,28,rsna_a,False,75.57284545898438
fedavg,False,2,28,kerm_b,False,52.634010314941406
fedavg,False,2,29,kerm_b,False,84.82892608642578
fedavg,False,2,29,rsna_b,False,56.18430709838867
fedavg,False,2,29,kerm_a,False,44.498863220214844
fedavg,False,2,29,rsna_c,False,56.04988098144531
fedavg,False,2,30,kerm_a,False,61.62233352661133
fedavg,False,2,30,rsna_c,False,36.90336990356445
fedavg,False,2,30,rsna_b,False,63.036502838134766
fedavg,False,2,30,rsna_a,False,83.8031997680664
fedavg,True,0,1,rsna_c,False,27.61140251159668
fedavg,True,0,1,rsna_b,False,29.80800437927246
fedavg,True,0,1,kerm_b,False,28.477083206176758
fedavg,True,0,1,rsna_a,False,29.020931243896484
fedavg,True,0,2,kerm_a,False,25.9764461517334
fedavg,True,0,2,rsna_b,False,36.03101348876953
fedavg,True,0,2,rsna_a,False,41.22233200073242
fedavg,True,0,2,rsna_c,False,32.9760856628418
fedavg,True,0,3,rsna_a,False,41.090782165527344
fedavg,True,0,3,kerm_b,False,39.962589263916016
fedavg,True,0,3,rsna_c,False,38.38793182373047
fedavg,True,0,3,rsna_b,False,44.12520217895508
fedavg,True,0,4,kerm_a,False,54.184112548828125
fedavg,True,0,4,kerm_b,False,42.867000579833984
fedavg,True,0,4,rsna_a,False,55.572593688964844
fedavg,True,0,4,rsna_c,False,41.676692962646484
fedavg,True,0,5,rsna_a,False,46.0478401184082
fedavg,True,0,5,kerm_a,False,41.21616744995117
fedavg,True,0,5,rsna_b,False,47.470157623291016
fedavg,True,0,5,kerm_b,False,37.44906997680664
fedavg,True,0,6,rsna_b,False,51.66684341430664
fedavg,True,0,6,kerm_b,False,60.16851806640625
fedavg,True,0,6,rsna_a,False,60.59617233276367
fedavg,True,0,6,kerm_a,False,79.8372802734375
fedavg,True,0,7,rsna_c,False,41.27606964111328
fedavg,True,0,7,kerm_a,False,42.843711853027344
fedavg,True,0,7,rsna_a,False,42.325111389160156
fedavg,True,0,7,rsna_b,False,47.54997253417969
fedavg,True,0,8,kerm_b,False,48.14369201660156
fedavg,True,0,8,rsna_a,False,47.29591751098633
fedavg,True,0,8,rsna_b,False,49.79234313964844
fedavg,True,0,8,rsna_c,False,62.87565612792969
fedavg,True,0,9,kerm_a,False,70.29029083251953
fedavg,True,0,9,rsna_a,False,53.34852600097656
fedavg,True,0,9,rsna_b,False,45.44691848754883
fedavg,True,0,9,rsna_c,False,40.99901580810547
fedavg,True,0,10,kerm_a,False,66.87091827392578
fedavg,True,0,10,rsna_a,False,52.227622985839844
fedavg,True,0,10,rsna_c,False,45.68265914916992
fedavg,True,0,10,rsna_b,False,40.37052536010742
fedavg,True,0,11,rsna_a,False,48.69873809814453
fedavg,True,0,11,kerm_a,False,73.94515991210938
fedavg,True,0,11,rsna_c,False,41.90254592895508
fedavg,True,0,11,kerm_b,False,58.967193603515625
fedavg,True,0,12,rsna_a,False,45.996803283691406
fedavg,True,0,12,rsna_c,False,42.69062805175781
fedavg,True,0,12,kerm_b,False,82.15640258789062
fedavg,True,0,12,rsna_b,False,46.79787063598633
fedavg,True,0,13,rsna_b,False,45.72896194458008
fedavg,True,0,13,kerm_b,False,52.590171813964844
fedavg,True,0,13,rsna_a,False,51.255123138427734
fedavg,True,0,13,rsna_c,False,42.43708038330078
fedavg,True,0,14,kerm_a,False,67.87777709960938
fedavg,True,0,14,rsna_c,False,44.307674407958984
fedavg,True,0,14,kerm_b,False,61.4168701171875
fedavg,True,0,14,rsna_b,False,54.12773895263672
fedavg,True,0,15,rsna_c,True,115.68266296386719
fedavg,True,0,15,rsna_a,False,69.72750091552734
fedavg,True,0,15,kerm_a,False,72.50189208984375
fedavg,True,0,15,kerm_b,False,83.70421600341797
fedavg,True,0,16,rsna_c,True,84.40857696533203
fedavg,True,0,16,rsna_a,False,68.02323913574219
fedavg,True,0,16,rsna_b,False,40.22195816040039
fedavg,True,0,16,kerm_a,False,89.80107879638672
fedavg,True,0,17,rsna_c,True,71.30506896972656
fedavg,True,0,17,rsna_b,False,38.260009765625
fedavg,True,0,17,rsna_a,False,52.26357650756836
fedavg,True,0,17,kerm_b,False,67.0544662475586
fedavg,True,0,18,rsna_c,True,53.29644775390625
fedavg,True,0,18,rsna_a,False,95.01406860351562
fedavg,True,0,18,kerm_a,False,90.66919708251953
fedavg,True,0,18,rsna_b,False,50.20835876464844
fedavg,True,0,19,rsna_c,True,92.32659149169922
fedavg,True,0,19,kerm_b,False,116.57999420166016
fedavg,True,0,19,rsna_a,False,54.54302215576172
fedavg,True,0,19,kerm_a,False,95.67240905761719
fedavg,True,0,20,rsna_c,True,76.4477767944336
fedavg,True,0,20,kerm_a,False,96.28978729248047
fedavg,True,0,20,rsna_b,False,44.915985107421875
fedavg,True,0,20,rsna_a,False,72.71633911132812
fedavg,True,0,21,rsna_c,True,96.39105987548828
fedavg,True,0,21,kerm_b,False,72.20753479003906
fedavg,True,0,21,kerm_a,False,101.77104187011719
fedavg,True,0,21,rsna_b,False,38.43288803100586
fedavg,True,0,22,rsna_c,True,80.57080078125
fedavg,True,0,22,rsna_a,False,87.62068176269531
fedavg,True,0,22,rsna_b,False,56.07373809814453
fedavg,True,0,22,kerm_a,False,115.24088287353516
fedavg,True,0,23,rsna_c,True,97.81165313720703
fedavg,True,0,23,kerm_b,False,86.49610137939453
fedavg,True,0,23,rsna_a,False,60.52572250366211
fedavg,True,0,23,kerm_a,False,61.5177001953125
fedavg,True,0,24,rsna_c,True,84.47904968261719
fedavg,True,0,24,kerm_b,False,61.15079116821289
fedavg,True,0,24,rsna_b,False,58.77340316772461
fedavg,True,0,24,rsna_a,False,65.26779174804688
fedavg,True,0,25,rsna_c,True,67.02142333984375
fedavg,True,0,25,kerm_a,False,136.65115356445312
fedavg,True,0,25,rsna_b,False,48.24758529663086
fedavg,True,0,25,kerm_b,False,73.97671508789062
fedavg,True,0,26,rsna_c,True,95.93150329589844
fedavg,True,0,26,kerm_b,False,57.74279022216797
fedavg,True,0,26,rsna_b,False,37.776920318603516
fedavg,True,0,26,rsna_a,False,93.3488998413086
fedavg,True,0,27,rsna_c,True,64.77842712402344
fedavg,True,0,27,kerm_b,False,66.83479309082031
fedavg,True,0,27,kerm_a,False,106.88809967041016
fedavg,True,0,27,rsna_b,False,44.778621673583984
fedavg,True,0,28,rsna_c,True,88.69829559326172
fedavg,True,0,28,rsna_a,False,86.88286590576172
fedavg,True,0,28,kerm_b,False,67.2258071899414
fedavg,True,0,28,kerm_a,False,108.14652252197266
fedavg,True,0,29,rsna_c,True,90.202392578125
fedavg,True,0,29,kerm_a,False,109.71656799316406
fedavg,True,0,29,kerm_b,False,73.05076599121094
fedavg,True,0,29,rsna_b,False,40.31529998779297
fedavg,True,0,30,rsna_c,True,95.5781478881836
fedavg,True,0,30,rsna_a,False,91.8531265258789
fedavg,True,0,30,rsna_b,False,42.24134826660156
fedavg,True,0,30,kerm_b,False,72.88880157470703
fedavg,True,1,1,rsna_b,False,28.571205139160156
fedavg,True,1,1,kerm_b,False,31.45578956604004
fedavg,True,1,1,rsna_c,False,28.96221923828125
fedavg,True,1,1,kerm_a,False,28.225847244262695
fedavg,True,1,2,rsna_b,False,34.1173095703125
fedavg,True,1,2,rsna_c,False,36.11632537841797
fedavg,True,1,2,kerm_b,False,43.560184478759766
fedavg,True,1,2,kerm_a,False,26.98871421813965
